COMPANY	REQ_NUMBER	REQ_NUMBER_A	LINE_NBR	ITEM	ITEM_TYPE	SERVICE_CODE	DESCRIPTION	QUANTITY	ENTERED_UOM	ENT_UOM_MULT	RETURN_QTY	DTL_RET_QTY	UNIT_COST	COST_OPTION	OVERIDE_CST_FL	CREATE_PO_FL	AGREEMENT_REF	VENDOR	PURCH_FR_LOC	PURCH_MAJOR	PURCH_MINOR	BUYER	FROM_COMPANY	FROM_LOCATION	REQ_LOCATION	REQ_DEL_DATE	LATE_DL_DATE	CREATION_DATE	DIST_CODE	IC_TRANS_TYPE	PO_CODE	PURCH_TAX_CD	PURCH_TAX_FL	CERT_REQ_FL	INSP_REQ_FL	LAST_RET_SEQ	VEN_ITEM	STATUS	CLOSED_FL	BIN	PO_USER_FLD_2	PO_USER_FLD_4	PO_USER_FLD_6	USER_DATE_3	USER_DATE_4	ALLOC_PRI	DELIVER_TO	MANUF_CODE	MANUF_DIVISION	MANUF_NBR	LAST_DIST_SEQ	NEW_REQ	FILL_OR_KILL	KILL_QUANTITY	ENTERED_ITEM	COST_CD	ENTRY_FL	RQSRC_MACHINE	PAR_ORDER_ID	APPROVED_FL	CAP_TECH_FLAG	PFLOW_APRV_LVL	PUNCHOUT_ID	PFLOW_CREATED	TRAN_UNIT_COST	TRAN_CURR_CODE	CNV_RATE	COMMIT_REMAIN	RQ_SOURCE	SS_EVENT_REQD	COMMODITY_CODE	P_CARD_FLAG	PCARD_NBR	CONTRACT_GROUP	CM_CONTRACT	TIER	PREFERRED_FLAG	PVN_OBJ_ID	PART_SEQ_NBR	PIF_CXL_QTY	PROD_TAX_CAT	LOCATION_RULE	RELEASED_DATE	RELEASED_TIME	REL_OPER_ID	APR_REJ_DATE	APR_REJ_TIME	APR_REJ_OPR_ID	GTIN	PO_USER_FLD_7	EAM_OPER_NBR	EAM_SEQ_NBR	EAM_WO_NBR	CREATION_TIME	PATIENT_LNAME	PATIENT_FNAME	PATIENT_MINIT	PAT_VISIT_NBR	SERIAL	SS_EVENT_NBR	PUNCHOUT_UGNAM	CREATED_BY	LAST_UPDT_DATE	LAST_UPDT_TIME	LAST_UPDATE_BY	HPP_OBJ_ID	CN_CODE	GLBL_LINE_TYPE	L_INDEX	RLNSET10_SS_SW	RLNSET2_SS_SW	RLNSET4_SS_SW	RLNSET9_SS_SW	L_ATRLN_SS_SW
1	127032	0000127032	1	0000072                         	I	 	PAD CHAIR SENSOR WIDE         	3.0000	EA  	1.0000000	0.0000	0.0000	20.49800	1	N	N	                              	         	    	PATS	    	AM 	1	STORE	DN001	2013-12-10 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	                                	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	UL5 	    	L5500W                             	1	 	K	0.0000	                         	I	1	      	                    	 	0	                    	                                                                	0	20.49800	USD  	1.0000000	3.0000	7	0	                                   	0	                	    	0	    	0	0	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390300	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	N	Y	N	N	N
1	127032	0000127032	2	0009172                         	N	 	GOWN INPERVIOUS FILM          	225.0000	EA  	1.0000000	0.0000	0.0000	0.36000	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	PPE1	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	5210PG                          	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	CA34	    	5210PG                             	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	0.36000	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	21188	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390300	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	3	0009517                         	N	 	BEDPAN DISPOSABLE MAUVE       	6.0000	EA  	1.0000000	0.0000	0.0000	0.62100	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	MS  	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	H113-10                         	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	ME12	    	H11310                             	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	0.62100	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	20397	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390300	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	4	0009514                         	N	 	URINAL DISPOSABLE             	6.0000	EA  	1.0000000	0.0000	0.0000	0.29100	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	MS  	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	H140-01                         	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	ME12	    	H14001                             	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	0.29100	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	20773	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390300	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	5	0002206                         	N	 	VIAL AEROBIC/F CULTURE GRAY   	6.0000	EA  	1.0000000	0.0000	0.0000	3.53300	1	N	Y	MMHS1324A                     	   692622	DN01	LAB2	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	4402192                         	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	BE7 	    	4402192                            	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	3.53300	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	24682	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390300	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	6	0009320                         	N	 	TUBE VACUTAINER LT GREEN 4.5ML	50.0000	EA  	1.0000000	0.0000	0.0000	0.17100	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	LAB2	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	B2953-62                        	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	BD8 	    	367962                             	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	0.17100	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	18987	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390300	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	7	0002206                         	N	 	VIAL AEROBIC/F CULTURE GRAY   	6.0000	EA  	1.0000000	0.0000	0.0000	3.53300	1	N	Y	MMHS1324A                     	   692622	DN01	LAB2	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	4402192                         	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	BE7 	    	4402192                            	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	3.53300	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	24682	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390500	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	8	0002207                         	N	 	VIAL ANAEROBIC/F CULTURE YELW 	6.0000	EA  	1.0000000	0.0000	0.0000	2.54400	1	N	Y	MMHS1324A                     	   692622	DN01	LAB2	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	4402191                         	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	BE7 	    	4402191                            	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	2.54400	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	24681	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390500	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	9	0004982                         	N	 	BAG WATER STERILE 1L/1000ML   	8.0000	EA  	1.0000000	0.0000	0.0000	1.50500	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	ANS3	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	2D0735X                         	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	CA33	    	2D0735X                            	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	1.50500	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	23697	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390500	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	10	0011612                         	N	 	WIPE SANI CLOTH SUPER EQUIP   	4.0000	BX  	1.0000000	0.0000	0.0000	3.91700	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	IMG5	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	Q55172A                         	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	PR37	    	Q55172                             	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	3.91700	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	20007	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390500	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	11	0008675                         	N	 	FOAM QUIK CARE 7 OZ           	2.0000	EA  	1.0000000	0.0000	0.0000	2.70700	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	GEN2	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	6032713B                        	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	EC3 	    	6032713                            	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	2.70700	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	20327	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390500	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	12	0009454                         	N	 	TAPE TRANSPORE 1"             	10.0000	EA  	1.0000000	0.0000	0.0000	0.56200	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	WOU2	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	M1527-1                         	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	3M1 	    	15271                              	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	0.56200	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	21025	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390600	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	13	0010161                         	N	 	DRESSING  DUODERM 5X5.5 SIGNAL	5.0000	EA  	1.0000000	0.0000	0.0000	4.68600	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	WOU1	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	403327                          	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	CO56	    	403327                             	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	4.68600	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	20529	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390600	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	14	0011497                         	N	 	GLOVE SENSICARE MEDIUM ICE    	6.0000	BX  	1.0000000	0.0000	0.0000	8.10000	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	PPE4	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	486802                          	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	ME69	    	486802                             	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	8.10000	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	20975	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390600	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	15	0009571                         	N	 	TAPE MICROPORE 1"             	10.0000	EA  	1.0000000	0.0000	0.0000	0.28600	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	WOU2	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	M1530-1                         	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	3M1 	    	15301                              	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	0.28600	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	21130	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390600	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
1	127032	0000127032	16	0008704                         	N	 	TRAY DRESSING CHANGE          	7.0000	EA  	1.0000000	0.0000	0.0000	8.55000	1	N	Y	CARDINAL VALUELINK            	   692622	DN01	MS  	    	AM 	1	STORE	DN001	2013-12-13 00:00:00.000	1753-01-01 00:00:00.000	2013-12-10 00:00:00.000	         	IS	    	          	N	N	N	0	DYNDC1457A                      	9	Y	       	  	                              	               	1753-01-01 00:00:00.000	1753-01-01 00:00:00.000	0	                              	ME69	    	DYNDC1457A                         	1	 	F	0.0000	                         	C	1	      	                    	 	0	                    	                                                                	0	8.55000	USD  	1.0000000	0.0000	7	0	                                   	0	                	    	0	    	0	18702	0	0.0000	               	            	2013-12-10 00:00:00.000	12391100	NT00000e7e	2013-12-10 00:00:00.000	12391100	NT00000e7e	0	          	0	0	0	12390600	                              	               	 	            	                	0	                                        	          	1753-01-01 00:00:00.000	0	          	0	  	               	    	Y	N	N	N	N
